From	Entry	Gene Names (primary)	Gene Ontology IDs
Q9BQE3	Q9BQE3	TUBA1C	GO:0000226; GO:0000278; GO:0005198; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005874; GO:0005881; GO:0007017; GO:0015630; GO:0030705; GO:0031982; GO:0051301
Q9BQS2	Q9BQS2	SYT15	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0016021; GO:0016192; GO:0017156; GO:0017158; GO:0030276; GO:0070382; GO:0071277
Q9BRA2	Q9BRA2	TXNDC17	GO:0004601; GO:0005829; GO:0033209; GO:0047134; GO:0070062
Q9BRZ2	Q9BRZ2	TRIM56	GO:0000785; GO:0003723; GO:0004842; GO:0005654; GO:0005737; GO:0005829; GO:0006513; GO:0008270; GO:0032479; GO:0032728; GO:0034340; GO:0045087; GO:0045893; GO:0051607; GO:0060340; GO:0061630; GO:0070534
Q9BTT6	Q9BTT6	LRRC1	GO:0005829; GO:0016020
Q9BWD1	Q9BWD1	ACAT2	GO:0003985; GO:0005737; GO:0005739; GO:0005829; GO:0006629; GO:0006635; GO:0070062
Q9BX95	Q9BX95	SGPP1	GO:0005789; GO:0005886; GO:0006668; GO:0006670; GO:0016020; GO:0016021; GO:0030148; GO:0035621; GO:0042392; GO:0045616; GO:0045682; GO:0046839; GO:0070780; GO:0097191; GO:0097193
Q9BXF9	Q9BXF9	TEKT3	GO:0002080; GO:0002081; GO:0005634; GO:0005879; GO:0015630; GO:0030317; GO:0036126; GO:0060271; GO:0060294; GO:0060378; GO:0070062
Q9BYK8	Q9BYK8	HELZ2	GO:0000184; GO:0003677; GO:0003723; GO:0003724; GO:0004540; GO:0005524; GO:0005654; GO:0005737; GO:0016020; GO:0030374; GO:0045944; GO:0046872
Q9BYR4	Q9BYR4	KRTAP4-3	GO:0005829; GO:0007568; GO:0042633; GO:0045095
Q9BZW5	Q9BZW5	TM6SF1	GO:0005765; GO:0016021
Q9C0G6	Q9C0G6	DNAH6	GO:0005524; GO:0005858; GO:0005874; GO:0007018; GO:0008569; GO:0016887; GO:0030286; GO:0045505; GO:0051959; GO:0060285
Q9CPQ1	Q9CPQ1	Cox6c	GO:0005739; GO:0005743; GO:0005751; GO:0006123; GO:0016021; GO:0031966
Q9CQ18	Q9CQ18	Rnaseh2c	GO:0005634; GO:0006298; GO:0006401; GO:0032299
Q9CRD2	Q9CRD2	Emc2	GO:0005737; GO:0005739; GO:0005783; GO:0005789; GO:0032977; GO:0042406; GO:0045050; GO:0071816; GO:0072546
Q9CWF6	Q9CWF6	Bbs2	GO:0005737; GO:0005902; GO:0007288; GO:0007601; GO:0008104; GO:0010467; GO:0010629; GO:0014824; GO:0016020; GO:0021756; GO:0021766; GO:0021987; GO:0030534; GO:0031514; GO:0032420; GO:0033210; GO:0033365; GO:0034464; GO:0036064; GO:0038108; GO:0040015; GO:0040018; GO:0042311; GO:0043001; GO:0043005; GO:0044321; GO:0045444; GO:0045494; GO:0048854; GO:0051216; GO:0060170; GO:0060271; GO:0060296; GO:0061629; GO:1903441; GO:1905515
Q9CY50	Q9CY50	Ssr1	GO:0005783; GO:0005789; GO:0016021
Q9D0F6	Q9D0F6	Rfc5	GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281; GO:0016887; GO:0017116; GO:0019899; GO:0031390; GO:1900264
Q9D0S9	Q9D0S9	Hint2	GO:0000166; GO:0005737; GO:0005739; GO:0006694; GO:0006915; GO:0016042; GO:0016787; GO:0043530; GO:2000757
Q9D180	Q9D180	Cfap57	
Q9D1C9	Q9D1C9	Rrp7a	GO:0000028; GO:0001825; GO:0003723; GO:0005730; GO:0005737; GO:0005813; GO:0005929; GO:0006364; GO:0032545; GO:0034456; GO:0042254; GO:0061523; GO:1902570
Q9D1I5	Q9D1I5	Mcee	GO:0004493; GO:0005739; GO:0046491; GO:0046872
Q9D1J3	Q9D1J3	Sarnp	GO:0000122; GO:0000346; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0006406; GO:0006417; GO:0016607; GO:0016973; GO:0036464
Q9D1R9	Q9D1R9	Rpl34	GO:0002181; GO:0003735; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0022625; GO:0022626
Q9D2H2	Q9D2H2	Ak7	GO:0002437; GO:0003351; GO:0004017; GO:0004127; GO:0004550; GO:0005524; GO:0005576; GO:0005737; GO:0005829; GO:0006165; GO:0007283; GO:0007420; GO:0009142; GO:0031514; GO:0035082; GO:0051649
Q9D2J7	Q9D2J7	Ankef1	
Q9D3W5	Q9D3W5	Lrrc71	
Q9D4D4	Q9D4D4	Tktl2	GO:0004802; GO:0005737; GO:0030976; GO:0046872
Q9D4F8	Q9D4F8	Tubgcp4	GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0005813; GO:0005829; GO:0005874; GO:0007020; GO:0031122; GO:0043015; GO:0051225; GO:0051321; GO:0055037
Q9D565	Q9D565	Wdr64	
Q9D7J9	Q9D7J9	Echdc3	GO:0004300; GO:0005739; GO:0006631; GO:0016836; GO:1900078
Q9D8T7	Q9D8T7	Slirp	GO:0000961; GO:0001669; GO:0003729; GO:0005634; GO:0005737; GO:0005739; GO:0007286; GO:0007338; GO:0030317; GO:0036126; GO:0048471; GO:0070584; GO:1990904
Q9DAG5	Q9DAG5	Stpg4	GO:0001673; GO:0001674; GO:0001939; GO:0001940; GO:0003682; GO:0005737; GO:0006325; GO:0042393; GO:0042585; GO:0044727; GO:0090116; GO:1901537
Q9DAN9	Q9DAN9	Cfap97d1	GO:0007288
Q9DBE9	Q9DBE9	Ftsj3	GO:0000453; GO:0000463; GO:0000466; GO:0001510; GO:0005654; GO:0005694; GO:0005730; GO:0008173; GO:0008650; GO:0016435; GO:0030687; GO:0030688; GO:0031167; GO:0062105
Q9DE26	Q9DE26	ruvbl1	GO:0000812; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016887; GO:0031011; GO:0035267; GO:0071339; GO:0097255; GO:0120293
Q9DG68	Q9DG68	RPLP0	GO:0005840; GO:0042254; GO:1990904
Q9EPX2	Q9EPX2	Papln	GO:0004222; GO:0004867; GO:0005576; GO:0005604; GO:0030198; GO:0031012; GO:0062023
Q9EQU5	Q9EQU5	Set	GO:0000785; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005811; GO:0005829; GO:0006334; GO:0032991; GO:0042393; GO:0043524; GO:0048471
Q9ERB5	Q9ERB5	Slco1c1	GO:0005886; GO:0005887; GO:0015125; GO:0015347; GO:0015349; GO:0015721; GO:0016323; GO:0043252; GO:0055085; GO:0070327; GO:2000611
Q9ES74	Q9ES74	Nek7	GO:0000922; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0006468; GO:0018105; GO:0032212; GO:0035865; GO:0046872; GO:0051973; GO:0106310; GO:1900227; GO:1904355
Q9ESN4	Q9ESN4	C1ql3	GO:0005576; GO:0005581; GO:0005615; GO:0042802; GO:0050807
Q9FNA3	Q9FNA3	NAGLU	GO:0000325; GO:0004561; GO:0008152; GO:0009793; GO:0048316; GO:0051781
Q9GLD9	Q9GLD9	UGT2B33	GO:0005789; GO:0008210; GO:0015020; GO:0016021; GO:0052695
Q9GLP1	Q9GLP1	F5	GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091
Q9GM44	Q9GM44	HEATR1	GO:0005730; GO:0006364; GO:1990904
Q9GMB0	Q9GMB0	RPN1	GO:0008250; GO:0016021; GO:0018279; GO:0042470
Q9GZN1	Q9GZN1	ACTR6	GO:0000786; GO:0000812; GO:0005634; GO:0005730; GO:0005737; GO:0005856; GO:0006355; GO:0007000; GO:0016479; GO:0031491; GO:0043486; GO:0045943
Q9H0A0	Q9H0A0	NAT10	GO:0000049; GO:0000154; GO:0000781; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005697; GO:0005730; GO:0006473; GO:0008080; GO:0010824; GO:0016020; GO:0030496; GO:0032211; GO:0045727; GO:0051391; GO:0070182; GO:0106162; GO:1904812; GO:1990883
Q9H0D6	Q9H0D6	XRN2	GO:0000175; GO:0000738; GO:0000956; GO:0001147; GO:0003723; GO:0004518; GO:0004534; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0006396; GO:0006397; GO:0006401; GO:0007283; GO:0008409; GO:0016020; GO:0016070; GO:0016235; GO:0021766; GO:0030182; GO:0042802; GO:0046872; GO:0060041
Q9H0J4	Q9H0J4	QRICH2	GO:0005737; GO:0030031; GO:0030317; GO:0031965; GO:0036126; GO:2000059
Q9H1D0	Q9H1D0	TRPV6	GO:0005216; GO:0005262; GO:0005516; GO:0005886; GO:0005887; GO:0006816; GO:0017158; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051592; GO:0055074; GO:0070588; GO:0098703
Q9H1I8	Q9H1I8	ASCC2	GO:0005634; GO:0005654; GO:0006307; GO:0006355; GO:0016607; GO:0032508; GO:0032790; GO:0043130; GO:0072344; GO:0099053; GO:1990116; GO:1990391
Q9H1P6	Q9H1P6	C20orf85	
Q9H251	Q9H251	CDH23	GO:0001917; GO:0005509; GO:0005813; GO:0006816; GO:0007156; GO:0007601; GO:0007605; GO:0007626; GO:0016020; GO:0016021; GO:0016339; GO:0016342; GO:0032420; GO:0032426; GO:0045296; GO:0045494; GO:0048563; GO:0050896; GO:0050953; GO:0050957; GO:0051480; GO:0060088; GO:0060091; GO:0098683; GO:0098684; GO:0098742
Q9H2G9	Q9H2G9	BLZF1	GO:0000139; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005801; GO:0007030; GO:0019899; GO:0031625; GO:0043001
Q9H4G4	Q9H4G4	GLIPR2	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374
Q9H5L6	Q9H5L6	THAP9	GO:0003677; GO:0004803; GO:0006310; GO:0006313; GO:0015074; GO:0016740; GO:0043565; GO:0046872
Q9H867	Q9H867	VCPKMT	GO:0005737; GO:0005829; GO:0006479; GO:0016279; GO:0018022; GO:0018023; GO:0032780; GO:0032991; GO:0051117
Q9H9B4	Q9H9B4	SFXN1	GO:0005739; GO:0006730; GO:0006826; GO:0015180; GO:0015194; GO:0015808; GO:0015825; GO:0022857; GO:0022889; GO:0030218; GO:0031305; GO:0140300; GO:1990542
Q9HAT2	Q9HAT2	SIAE	GO:0001681; GO:0002682; GO:0005615; GO:0005764; GO:0005975; GO:0070062; GO:0106330; GO:0106331
Q9HCS5	Q9HCS5	EPB41L4A	GO:0005737; GO:0005856; GO:0008092; GO:0031032
Q9IB83	Q9IB83	psmb1-B	GO:0005634; GO:0005737; GO:0005839; GO:0010498; GO:0019774
Q9JHX2	Q9JHX2	Sp5	GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0003677; GO:0005634; GO:0006357; GO:0036342; GO:0043565; GO:0046872; GO:0060349; GO:0071407
Q9JI74	Q9JI74	Klhl1	GO:0003779; GO:0005737; GO:0005856; GO:0007626; GO:0007628; GO:0016358; GO:0021680; GO:0030425; GO:0043025
Q9JID1	Q9JID1	Pdcd4	GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0030509; GO:0034393; GO:0043066; GO:0043508; GO:0045892; GO:0050729; GO:0051246; GO:0060940; GO:0071222; GO:1900016; GO:1901224; GO:1904706; GO:1904761; GO:1905064; GO:1905461; GO:2000353
Q9JIX8	Q9JIX8	Acin1	GO:0003676; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0006397; GO:0006915; GO:0008380; GO:0016607; GO:0030218; GO:0030263; GO:0035145; GO:0043065; GO:0045657; GO:0048025; GO:0061574
Q9JJ00	Q9JJ00	Plscr1	GO:0000287; GO:0001228; GO:0001618; GO:0003677; GO:0004518; GO:0005154; GO:0005509; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005887; GO:0006659; GO:0006953; GO:0006955; GO:0008270; GO:0017121; GO:0017124; GO:0017128; GO:0019899; GO:0030099; GO:0032091; GO:0032791; GO:0033003; GO:0035455; GO:0042609; GO:0043065; GO:0045071; GO:0045089; GO:0045121; GO:0045340; GO:0045944; GO:0048471; GO:0050765; GO:0051607; GO:0060368; GO:0062023; GO:0070782; GO:0071222; GO:0071345; GO:0097193; GO:1902231; GO:1905820; GO:2000373
Q9JMB7	Q9JMB7	Piwil1	GO:0003723; GO:0003727; GO:0003729; GO:0004521; GO:0005634; GO:0005737; GO:0005829; GO:0006417; GO:0007283; GO:0007286; GO:0010529; GO:0019901; GO:0031047; GO:0033391; GO:0034584; GO:0034587; GO:0035093; GO:0043186; GO:0046872; GO:0051321; GO:0097433; GO:0140262; GO:1905538
Q9LDU6	Q9LDU6	DWF5	GO:0005634; GO:0005794; GO:0006695; GO:0009826; GO:0009918; GO:0016126; GO:0016132; GO:0016627; GO:0030176; GO:0047598
Q9M1V1	Q9M1V1	SOT6	GO:0005737; GO:0008146; GO:0051923
Q9NB51	Q9NB51	RpS29	GO:0002181; GO:0003735; GO:0005791; GO:0008270; GO:0022627; GO:0042788
Q9NBX4	Q9NBX4	X-element\ORF2	GO:0003964; GO:0006313
Q9NFP5	Q9NFP5	Sh3beta	GO:0017124
Q9NPH0	Q9NPH0	ACP6	GO:0002244; GO:0003993; GO:0005737; GO:0005739; GO:0005759; GO:0006644; GO:0006654; GO:0016311; GO:0016791; GO:0052642; GO:2001311
Q9NQT8	Q9NQT8	KIF13B	GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0006605; GO:0007018; GO:0007165; GO:0008017; GO:0016887; GO:0019901; GO:0030424; GO:0042110; GO:0050770; GO:0071889
Q9NR90	Q9NR90	DAZ3	GO:0003730; GO:0005634; GO:0005737; GO:0007283; GO:0008494; GO:0030154; GO:0032991; GO:0045948; GO:0070935
Q9NSG2	Q9NSG2	C1orf112	
Q9NUP7	Q9NUP7	TRMT13	GO:0008175; GO:0030488; GO:0046872; GO:0106050
Q9NUS5	Q9NUS5	AP5S1	GO:0000724; GO:0005654; GO:0005764; GO:0005765; GO:0005770; GO:0005829; GO:0015031; GO:0016192; GO:0016197; GO:0030119; GO:0031902; GO:0044599
Q9NVH0	Q9NVH0	EXD2	GO:0000175; GO:0000287; GO:0000724; GO:0000729; GO:0003676; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005759; GO:0006302; GO:0008296; GO:0008310; GO:0008408; GO:0008852; GO:0016021; GO:0030145; GO:0031297; GO:0042803; GO:0045111; GO:0090305; GO:0090734
Q9NW38	Q9NW38	FANCL	GO:0000785; GO:0004842; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0006281; GO:0006513; GO:0006974; GO:0007276; GO:0016604; GO:0031625; GO:0036297; GO:0042127; GO:0043231; GO:0043240; GO:0046872; GO:0061630
Q9NW75	Q9NW75	GPATCH2	GO:0003676; GO:0005730; GO:0016607
Q9NWM0	Q9NWM0	SMOX	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006596; GO:0006598; GO:0006805; GO:0016491; GO:0031965; GO:0043231; GO:0046208; GO:0046592; GO:0052894; GO:0052895; GO:0052901
Q9NX58	Q9NX58	LYAR	GO:0000122; GO:0001750; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006364; GO:0042802; GO:0045087; GO:0045824; GO:0045943; GO:0046872; GO:0048821; GO:0050766; GO:0140297; GO:0140416
Q9NX74	Q9NX74	DUS2	GO:0000049; GO:0002943; GO:0003725; GO:0004860; GO:0005737; GO:0005783; GO:0005829; GO:0010181; GO:0017150; GO:0050660; GO:0060548; GO:0070402; GO:0102264
Q9NY33	Q9NY33	DPP3	GO:0004177; GO:0005737; GO:0005829; GO:0006508; GO:0008235; GO:0008239; GO:0008270; GO:0070062
Q9P215	Q9P215	POGK	GO:0003677; GO:0005634; GO:0005654; GO:0006355
Q9P2D7	Q9P2D7	DNAH1	GO:0003341; GO:0003351; GO:0003777; GO:0005524; GO:0005576; GO:0005858; GO:0005874; GO:0005930; GO:0007018; GO:0007288; GO:0008569; GO:0030286; GO:0030317; GO:0036126; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060285
Q9P2F6	Q9P2F6	ARHGAP20	GO:0005096; GO:0005829; GO:0007165; GO:0051056
Q9PRL8	Q9PRL8	DBI	GO:0000062; GO:0005783; GO:0005794; GO:0006631
Q9PTW9	Q9PTW9	psma7	GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0019773
Q9QSR3	Q9QSR3	gag-pol	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004533; GO:0005198; GO:0006310; GO:0006508; GO:0008270; GO:0008289; GO:0015074; GO:0016020; GO:0019013; GO:0020002; GO:0039651; GO:0039657; GO:0042025; GO:0044826; GO:0046718; GO:0055036; GO:0072494; GO:0075713; GO:0075732
Q9QXL8	Q9QXL8	Nme7	GO:0003351; GO:0004550; GO:0005524; GO:0005576; GO:0005813; GO:0005879; GO:0006165; GO:0006183; GO:0006228; GO:0006241; GO:0007368; GO:0007420; GO:0036064; GO:0042073; GO:0046872; GO:0060830; GO:0060972; GO:1990830
Q9R013	Q9R013	Ctsf	GO:0004197; GO:0005615; GO:0005764; GO:0005783; GO:0005886; GO:0008234; GO:0043231; GO:0051603
Q9R0P6	Q9R0P6	Sec11a	GO:0004252; GO:0005787; GO:0005789; GO:0006465; GO:0008233; GO:0016021
Q9R110	Q9R110	UGT2A3	GO:0015020; GO:0016021
Q9R171	Q9R171	Cbln1	GO:0005576; GO:0005615; GO:0007157; GO:0007416; GO:0009306; GO:0021707; GO:0042802; GO:0043083; GO:0045202; GO:0045211; GO:0050808; GO:0051649; GO:0051965; GO:0070161; GO:0090394; GO:0098688; GO:0098978; GO:0099151; GO:0099558; GO:1900454; GO:1905606; GO:1905703
Q9R1E6	Q9R1E6	Enpp2	GO:0001953; GO:0003676; GO:0004528; GO:0004551; GO:0004622; GO:0005044; GO:0005509; GO:0005615; GO:0005737; GO:0005794; GO:0005887; GO:0006644; GO:0006955; GO:0008270; GO:0008284; GO:0009395; GO:0010634; GO:0030149; GO:0030247; GO:0030334; GO:0034638; GO:0044849; GO:0045765; GO:0047391; GO:0048714; GO:0050731; GO:0051894; GO:0060326; GO:1900026; GO:2000394
Q9R1P4	Q9R1P4	Psma1	GO:0000502; GO:0001530; GO:0002376; GO:0002862; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005839; GO:0006511; GO:0010498; GO:0019773
Q9R1Q9	Q9R1Q9	Atp6ap1	GO:0005789; GO:0006879; GO:0008219; GO:0016020; GO:0016021; GO:0030641; GO:0030665; GO:0030672; GO:0031267; GO:0033116; GO:0033176; GO:0036035; GO:0036295; GO:0070161; GO:0099638; GO:1902600
Q9R1R2	Q9R1R2	Trim3	GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0030425; GO:0042802; GO:0043161; GO:0061630; GO:0098794; GO:0098978
Q9R1S3	Q9R1S3	Pign	GO:0005789; GO:0005829; GO:0005886; GO:0006506; GO:0016021; GO:0016780; GO:0051377
Q9TSX9	Q9TSX9	PRDX6	GO:0004602; GO:0004623; GO:0005634; GO:0005737; GO:0005739; GO:0005764; GO:0005829; GO:0006979; GO:0008379; GO:0031625; GO:0042802; GO:0045454; GO:0046475; GO:0047184; GO:0047499; GO:0048026; GO:0048471; GO:0051920
Q9U505	Q9U505		GO:0008289; GO:0015078; GO:0015986; GO:0016021; GO:0031966; GO:0045263
Q9UA35	Q9UA35	SLC28A3	GO:0005337; GO:0005887; GO:0015293
Q9UFN0	Q9UFN0	NIPSNAP3A	GO:0005634; GO:0005739; GO:0005829
Q9UGM3	Q9UGM3	DMBT1	GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0006952; GO:0015031; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042494; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0050840; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399
Q9UHC6	Q9UHC6	CNTNAP2	GO:0005769; GO:0005794; GO:0007155; GO:0007420; GO:0007612; GO:0008038; GO:0008076; GO:0008283; GO:0009986; GO:0016020; GO:0016021; GO:0019226; GO:0019899; GO:0021756; GO:0021761; GO:0021794; GO:0021987; GO:0030424; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0033010; GO:0035176; GO:0042297; GO:0043025; GO:0043204; GO:0044224; GO:0045163; GO:0048812; GO:0071109; GO:0071205; GO:0071625; GO:1903598
Q9UJA9	Q9UJA9	ENPP5	GO:0000210; GO:0005576; GO:0005886; GO:0007154; GO:0008270; GO:0016021
Q9UJW2	Q9UJW2	TINAG	GO:0000166; GO:0004197; GO:0005604; GO:0005615; GO:0005764; GO:0006508; GO:0007155
Q9UNL2	Q9UNL2	SSR3	GO:0005783; GO:0005789; GO:0006614; GO:0016021
Q9UNM6	Q9UNM6	PSMD13	GO:0000502; GO:0005198; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0006511; GO:0007127; GO:0008541; GO:0016020; GO:0022624; GO:0034774; GO:0043161; GO:1904813
Q9UNQ0	Q9UNQ0	ABCG2	GO:0005524; GO:0005654; GO:0005886; GO:0006869; GO:0008514; GO:0008559; GO:0015143; GO:0015225; GO:0015562; GO:0015711; GO:0015878; GO:0016020; GO:0016021; GO:0016324; GO:0031526; GO:0031966; GO:0032217; GO:0032218; GO:0042626; GO:0042802; GO:0042803; GO:0042910; GO:0045121; GO:0046415; GO:0055085; GO:0070633; GO:0097744; GO:0098591; GO:0140115; GO:0150104; GO:1990748; GO:1990962
Q9UPW0	Q9UPW0	FOXJ3	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0007141; GO:0007283; GO:0030154; GO:0043565; GO:0045944; GO:1990837
Q9UR07	Q9UR07	Tf2-11	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
Q9V3P6	Q9V3P6	Rpn2	GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008270; GO:0008540; GO:0030234; GO:0034515; GO:0042176; GO:0043161
Q9VH38	Q9VH38	mtTFB2	GO:0000179; GO:0003712; GO:0003723; GO:0005739; GO:0005759; GO:0006355; GO:0006390; GO:0006391; GO:0031167; GO:0034246
Q9VHR8	Q9VHR8	DppIII	GO:0004177; GO:0005737; GO:0005829; GO:0005886; GO:0006508; GO:0008235; GO:0008239; GO:0016020; GO:0016021; GO:0046872
Q9VL63	Q9VL63		GO:0005654; GO:0005739
Q9VLM5	Q9VLM5	Dad1	GO:0006487; GO:0006915; GO:0008250; GO:0012505; GO:0030176
Q9VM95	Q9VM95	Aatf	GO:0005634; GO:0005730; GO:0006357; GO:0043069; GO:0048477
Q9VRV7	Q9VRV7	Sf3b6	GO:0000398; GO:0003729; GO:0005684; GO:0005686; GO:0005689; GO:0071011; GO:0071013
Q9VTJ8	Q9VTJ8	Tim14	GO:0001405; GO:0001671; GO:0005744; GO:0016021; GO:0030150
Q9VUK8	Q9VUK8	GlyRS	GO:0004820; GO:0005524; GO:0005737; GO:0005739; GO:0006426; GO:0016740; GO:0030424; GO:0035167; GO:0048813; GO:0070150
Q9VXK0	Q9VXK0	Nipsnap	GO:0005739; GO:0005741; GO:0006119; GO:0007005
Q9VZF4	Q9VZF4	ago	GO:0005634; GO:0007088; GO:0007096; GO:0007419; GO:0016567; GO:0019005; GO:0030162; GO:0030332; GO:0031146; GO:0035147; GO:0042023; GO:0045571; GO:0045926; GO:0060253; GO:0060438; GO:0071456; GO:1900038; GO:1903146; GO:1990381
Q9W1A4	Q9W1A4	tamo	GO:0005737; GO:0015031; GO:0031267; GO:0042306; GO:0046872
Q9WTM5	Q9WTM5	Ruvbl2	GO:0000492; GO:0000723; GO:0000786; GO:0000791; GO:0000812; GO:0000978; GO:0000979; GO:0001094; GO:0003678; GO:0003714; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006275; GO:0006281; GO:0006282; GO:0006310; GO:0006338; GO:0006355; GO:0006357; GO:0008013; GO:0016020; GO:0016363; GO:0016573; GO:0016887; GO:0017025; GO:0031011; GO:0031490; GO:0033044; GO:0034644; GO:0035066; GO:0035267; GO:0042802; GO:0042803; GO:0042981; GO:0043486; GO:0043531; GO:0043967; GO:0043968; GO:0045739; GO:0045893; GO:0045944; GO:0045995; GO:0051117; GO:0051726; GO:0060382; GO:0071169; GO:0071339; GO:0071392; GO:0090090; GO:0097255; GO:0101031; GO:0120293; GO:0140585; GO:1904507; GO:1905168; GO:1990062; GO:1990904; GO:2000779
Q9WUD8	Q9WUD8	Faim	GO:0005737; GO:0006915; GO:0007249; GO:0050769; GO:1902042
Q9WUW9	Q9WUW9	Sult1c2a	GO:0004062; GO:0005737; GO:0005764; GO:0008146; GO:0051923
Q9WV04	Q9WV04	Kif9	GO:0002102; GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0022617; GO:0031982; GO:0036126; GO:0042802; GO:0071801; GO:1901317; GO:1903008
Q9WVH0	Q9WVH0	RPS13	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q9WVK0	Q9WVK0	Agtrap	GO:0000139; GO:0001666; GO:0004945; GO:0005789; GO:0005794; GO:0005886; GO:0005938; GO:0008217; GO:0016021; GO:0030659; GO:0042802; GO:0043231
Q9WVM7	Q9WVM7	AIMP2	GO:0005634; GO:0005829; GO:0006412; GO:0006915; GO:0008285; GO:0016567; GO:0017101; GO:0031398; GO:0060090; GO:0060510; GO:0065003; GO:1903632
Q9Y383	Q9Y383	LUC7L2	GO:0003723; GO:0003729; GO:0005685; GO:0006376; GO:0016607; GO:0019899; GO:0071004
Q9Y3A2	Q9Y3A2	UTP11	GO:0003723; GO:0005615; GO:0005654; GO:0005730; GO:0005737; GO:0006364; GO:0007399; GO:0032040; GO:0043065
Q9Y3Q3	Q9Y3Q3	TMED3	GO:0000139; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0016021; GO:0030126; GO:0030133; GO:0030134; GO:0032580; GO:0033116
Q9Y4C8	Q9Y4C8	RBM19	GO:0000398; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0016020; GO:0016607; GO:0040019
Q9Y4L5	Q9Y4L5	RNF115	GO:0004842; GO:0005829; GO:0042059; GO:0043162; GO:0046872; GO:0051865; GO:0061630; GO:0070534; GO:0070936
Q9Y573	Q9Y573	IPP	GO:0003779; GO:0005737; GO:0015629
Q9Y6K8	Q9Y6K8	AK5	GO:0004017; GO:0004550; GO:0005524; GO:0005737; GO:0005829; GO:0006165; GO:0006172; GO:0006173; GO:0009142; GO:0009220; GO:0034451; GO:0046034
Q9Z0R9	Q9Z0R9	Fads2	GO:0004768; GO:0005789; GO:0006629; GO:0006636; GO:0016020; GO:0016021; GO:0016213; GO:0016717
Q9Z221	Q9Z221	Pmfbp1	GO:0001520; GO:0005737; GO:0007010; GO:0007283; GO:0097224
Q9Z2V9	Q9Z2V9	Ccni	GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0016538; GO:0044772; GO:0051726
